id,text
1680,the last thing she needed was to get off on the wrong foot with her coworkers .
1681,pesh nodded .
1682,`` she and i share a godson . ''
1683,`` oh how wonderful . ''
1684,kristi patted megan 's back .
1685,`` what luck for you then ending up here out of all the hospitals ? ''
1686,"`` yes , what luck , '' megan murmured ."
1687,kristi smiled .
1688,"`` well , i 'll let you two catch up for a minute or two . ''"
1689,"`` no , that 's okay ."
1690,"you do n't have to do that , '' megan protested ."
1691,"waving her hand dismissively , kristi said , `` it gives me a chance to go grab a snack and something to drink ."
1692,"be back in a few , and we 'll finish the tour . ''"
1693,megan fought the urge to run after kristi as she walked off .
1694,"instead , she turned back to pesh who was staring expectantly at her ."
1695,"`` you do n't exactly look happy to see me , '' pesh said ."
1696,she shook her head wildly .
1697,`` how could i be ?
1698,"the man , who i completely made an ass out of myself in front of , is at the hospital where i 'm doing my clinicals ."
1699,that does n't exactly make my day . ''
1700,"`` for the last time , you have nothing to be embarrassed about . ''"
1701,"`` sorry , but that does not make me feel any better , '' she grumbled ."
1702,`` what can i do to put you at ease about working with me ? ''
1703,"rubbing her now aching head , she replied , `` i do n't know ."
1704,"if i thought it would n't make me look bad , i 'd request a transfer . ''"
1705,`` i offend you that much ? ''
1706,pesh asked .
1707,"as she gazed up at him , his expression was wounded ."
1708,"`` no , no , you do n't offend me ."
1709,it 's just that ... '' she chewed mercilessly on her bottom lip before she continued .
1710,"after taking a ragged breath , she replied , `` it 's just that for the past two years , i had pretty good control of my life ."
1711,"the night i was with you , i let all that control crumble ."
1712,"by getting drunk , i became someone else-someone i used to be ."
1713,"the girl , or woman , who would do anything to get a man 's attention ."
1714,"i do n't like that person very much , and i do n't ever want to go back there ."
1715,seeing you just makes me remember all of that . ''
1716,megan could n't help being surprised by how honest she 'd been able to be with him .
1717,pesh remained silent for a moment .
1718,his dark eyes bore into hers .
1719,`` i am sorry that you reflect so negatively on the night we were together .
1720,"for me , it was not marred by drinking or you getting sick ."
1721,i enjoyed spending time with you and getting to know you . ''
1722,he swallowed hard .
1723,`` i enjoyed waking up with you .
1724,i would give anything for you to be able to look at me without having to feel bad about yourself . ''
1725,`` you really enjoyed being with me that night ? ''
1726,he nodded .
1727,"`` when i told you i wanted to see you again , i was serious . ''"
1728,she sighed .
1729,"`` that 's very sweet of you , but i have n't changed my mind about dating . ''"
1730,`` you have n't ? ''
1731,"with a shake of her head , she replied , `` i have too much going on in my life right now to get involved with someone ."
1732,it would n't be fair to them ... to you .
1733,especially since we still want very different things from each other . ''
1734,"`` i see , '' he replied ."
1735,megan noticed the sadness that darkened his expression .
1736,"`` i 'm sorry , '' she murmured ."
1737,`` you have nothing to regret .
1738,any grief i 'm experiencing is once again my fault . ''
1739,he gave her a rueful smile .
1740,`` i seem to keep falling for women who are n't meant for me . ''
1741,she sucked in a harsh breath at his words .
1742,`` falling ?
1743,you are ... you were falling for me ? ''
1744,"pesh opened his mouth to reply , but at the sound of kristi coming back from the break room , he shut it ."
1745,"closing the gap between them , he whispered , `` do n't worry about working with me , megan ."
1746,"we 'll always be friends , and i will respect your wishes and your distance . ''"
1747,"for some reason , his words had the opposite effect they should have , and regret ricocheted through her ."
1748,"finally , she managed to say , `` thank you ."
1749,i appreciate that . ''
1750,"with a smile , he then turned and walked away ."
1751,she heaved a painful breath as kristi walked up to her .
1752,"`` such a sweetheart , is n't he ? ''"
1753,"`` yes , he is , '' megan murmured ."
1754,`` not bad on the eyes either . ''
1755,a nervous giggle escaped megan 's lips .
1756,"`` no , he 's not . ''"
1757,`` i swear that half of the women here in the er act like they 're in heat whenever he comes around . ''
1758,kristi fanned herself .
1759,"`` i mean , that body , those eyes , and those dimples ."
1760,"lord , if i was n't a happily married woman , what i would n't want to do to that man ! ''"
1761,megan knew exactly what kristi meant .
1762,"unfortunately , she was never going to get the chance to experience it for herself ."
1763,somehow she 'd managed to find the only man left in the world who would n't partake in just a sexual relationship .
1764,"no , pesh had to want more than she was willing to give ."
1765,`` did you hear what i said ? ''
1766,kristi asked .
1767,megan snapped her gaze from pesh 's retreating form back to face kristi .
1768,`` i 'm sorry what ? ''
1769,kristi laughed .
1770,"`` oh no , i 'm about to lose another one to dr. nadeen 's charms , huh ? ''"
1771,"shaking her head wildly , megan replied , `` no , no , we 're just friends-i do n't feel anything like that for him . ''"
1772,kristi winked .
1773,"`` yeah , just keep telling yourself that , honey . ''"
1774,"chapter eight as pesh exited one of the exam rooms , he saw megan sitting on a stool at the counter , working on a chart ."
1775,"when the door shut behind him , she jerked her head up and caught him staring ."
1776,he cleared his throat and walked over to her .
1777,"`` hello , '' he said , pleasantly ."
1778,`` hi . ''
1779,"`` so , are you settling in ? ''"
1780,she nodded .
1781,`` everyone has been so nice and helpful . ''
1782,`` good .
1783,i 'm glad to hear that .
1784,we usually have very good success rates with our clinical candidates . ''
1785,megan smiled before her head dipped back down to work on the chart .
1786,"nervously , he scratched the back of his neck ."
1787,things were rolling along with them now that he knew he should n't try to rock the boat .
1788,"after all , he had promised her he would keep his distance ."
1789,but he could n't help himself .
1790,"in the two months since their first encounter , he had n't stopped thinking about her ."
1791,"now that she had shown back up in his life so out of the blue , he could n't help feeling that it was fated ."
1792,"ask her to dinner , his mind shouted ."
1793,he bit down on his lip to keep the question he was burning to ask from escaping his mouth .
1794,"finally , it rushed forth before he could stop himself ."
1795,`` why do n't you let me buy you dinner after work ? ''
1796,megan 's scribbling pen stilled on the chart .
1797,she glanced up and cocked her head at him .
1798,"`` dinner implies a date , and i thought we were clear on that . ''"
1799,he gave her a nervous smile .
1800,"`` well , i was only offering some less palatable cafeteria food ."
1801,i hardly think that constitutes a date . ''
1802,"`` in my realm of dating consciousness , any time you sit down at a table while eating and drinking together , it is a date . ''"
1803,"crossing his arms over his chest , he countered , `` if that were true , it would mean you were dating your father and brother every time you sat down together ."
1804,"i know your family is close , but i do n't believe they 're that close . ''"
1805,megan 's brows rose .
1806,"`` oh , is the good doctor cracking jokes now ? ''"
1807,`` perhaps . ''
1808,the corners of megan 's lips turned up .
1809,`` then what exactly would you consider a date ? ''
1810,"pesh leaned back against the wall , surmising her teasing smile ."
1811,`` a mutually agreed upon event . ''
1812,"`` you 're so proper , '' megan teased ."
1813,"he rolled his eyes at her , something he rarely did until he began spending more and more time in her presence ."
1814,`` and you 're avoiding the initial question . ''
1815,megan put down the pen and chart and crossed her arms over her chest .
1816,"`` so , if you could take me on a date , where would we go ? ''"
1817,pesh rubbed his jaw in thought .
1818,"`` well , if would have to be something you would want to do , but i would begin with dinner . ''"
1819,"when she started to protest , he held up his hand ."
1820,`` somewhere that was romantic with candlelight and soft music-perhaps a place where we could dance in between courses . ''
1821,"staring at him in surprise , megan replied , `` you 're serious ? ''"
1822,`` of course . ''
1823,she slowly shook her head back and forth .
1824,"`` okay , go on . ''"
1825,"`` once we finished wine and dessert , i would then want to take you somewhere you 've never been- '' `` like your bedroom ? ''"
1826,megan interjected with a smirk .
1827,`` i do believe you 've already been there before . ''
1828,"the teasing faded from megan 's expression , and a flush entered her cheeks ."
1829,`` may i continue ? ''
1830,"`` yeah , '' she murmured ."
1831,"`` i would want to be with you to experience something you never have before-an art gallery , an opera , a musical ."
1832,anything that would bring wonderment and excitement to your face . ''
1833,he gave her a small smile .
1834,`` and it would mean all the more that i was getting to share it with you . ''
1835,he watched with almost mild amusement as she processed his words .
1836,"most likely she had never had a man speak to her the way he was , and it was certainly affecting her ."
1837,"feeling like it was time to go in for the kill , he asked once again , `` so , will you have dinner with me ? ''"
1838,pesh leaned forward expectantly as megan opened her mouth .
1839,they were interrupted by the sound of emma 's voice .
1840,`` oh thank god .
1841,i 'm so glad you two are on . ''
1842,her anxious tone was the only thing that could have torn pesh 's attention away from megan .
1843,"he glanced from emma to aidan , who was grimacing and rubbing his head ."
1844,`` what happened ? ''
1845,"emma replied , `` he fell and hit his head , '' at the same time aidan grunted , `` nothing . ''"
1846,megan stepped forward and went over to aidan .
1847,she gasped as she surveyed him .
1848,"`` ankle , your pupils are huge ! ''"
1849,pesh took his penlight out of his coat pocket and went to aidan .
1850,"as he flashed the light into aidan 's eyes , he grimaced ."
1851,"`` yeah , they are ."
1852,what exactly happened ? ''
1853,he made sure to direct his question to emma since she appeared to be the only one being honest .
1854,`` we were at my ob 's for our first ultrasound . ''
1855,pesh 's eyes widened .
1856,`` ultrasound ... you 're pregnant ? ''
1857,`` again ? ''
1858,megan questioned by his side .
1859,the concern for aidan on emma 's face washed away and was replaced with a beaming smile .
1860,"`` yes , i 'm eight weeks . ''"
1861,`` why did n't you say something at dinner sunday ? ''
1862,megan asked .
1863,"`` well , i only found out two weeks ago , and we wanted to wait to tell everyone until we had the first ultrasound . ''"
1864,megan 's blonde brows creased .
1865,`` so what does the ultrasound have to do with ankle hitting his head ? ''
1866,emma pursed her lips and cut her gaze over to aidan .
1867,`` would you like to tell them ? ''
1868,"when he shook his head and then winced , emma sighed ."
1869,"`` when they hooked me up to the fetal monitor , they thought they heard two heartbeats ."
1870,"at the word 'twins ' , aidan passed out and hit his head on the counter and the floor . ''"
1871,"while pesh quickly turned a laugh into a cough , megan was n't so tactful ."
1872,she burst out laughing .
1873,`` you seriously passed out during the ultrasound ? ''
1874,aidan scowled at her .
1875,"`` in my defense , it was n't quite the ultrasound yet . ''"
1876,"at megan 's continued laughter , he shrugged ."
1877,`` it was pretty mind-blowing news . ''
1878,"`` oh ankle , honestly . ''"
1879,aidan turned to pesh .
1880,"`` so am i going to stand around all day getting shit , or are you going to examine me ? ''"
1881,pesh nodded .
1882,`` of course .
1883,your pupils are definitely a matter of concern . ''
1884,"glancing at emma , aidan said , `` just wait for me here . ''"
1885,`` okay . ''
1886,pesh motioned for aidan to go into the first examining room .
1887,"as soon as the door closed behind him , aidan lunged for him , grabbing the lapels of his white coat ."
1888,`` i need a vasectomy .
1889,today . ''
1890,pesh fought the urge to laugh at the absurdity of the situation as well as aidan 's desperation .
1891,"`` okay , let 's get you to sit down ."
1892,you 've obviously been through a lot of trauma in the last hour . ''
1893,aidan plopped onto the examining table .
1894,he buried his head in his hands and groaned .
1895,`` what a f**king nightmare of a day . ''
1896,`` does your head hurt ? ''
1897,pesh asked .
1898,`` a little . ''
1899,`` any nausea ? ''
1900,`` maybe . ''
1901,pesh furrowed his brows .
1902,"`` what do you mean , maybe ? ''"
1903,aidan raised his head .
1904,"`` if you 're asking if i 'm nauseated now , the answer would be no ."
1905,i 'm not .
1906,"but on the other hand , if you 're asking if i get nauseous thinking about the fact that emma could have been pregnant with twins , and i would have had three kids under two and in diapers ... '' aidan shuddered ."
1907,"`` then yeah , i get really f**king nauseous , and the room starts to spin a little . ''"
1908,"easing down on his stool , he rolled over to aidan ."
1909,"`` take a deep breath for me , okay ? ''"
1910,aidan 's chest expanded as he inhaled and exhaled .
1911,"`` again , '' pesh instructed ."
1912,"after a few cleansing breaths , pesh cocked his head at aidan ."
1913,`` better ? ''
1914,"`` yeah , a little , '' aidan croaked ."
1915,he jerked his hand through his hair .
1916,`` are you going to get me a referral for a vasectomy ? ''
1917,pesh held up his hand .
1918,`` i 'm confused .
1919,"if you know that emma is n't having twins , why do you want to have a vasectomy ? ''"
1920,`` because twins run on both sides of our families .
1921,"pop was a twin , and emma 's uncles are twins ."
1922,it 's like we have a genetic bull's-eye hovering over us .
1923,"we can barely be in the same room without conceiving , so it 's just inevitable that she 'll get pregnant again , and then i 'll have four kids ... maybe even five . ''"
1924,aidan swallowed hard as some of the color drained from his face .
1925,`` i ca n't be a baby making machine . ''
1926,"`` actually , most recent studies still conclude that identical twins can happen to anyone , whereas , fraternal twins are the result of the mother producing two eggs in a single cycle ."
1927,this tendency to create multiple eggs is passed from mother to child .
1928,"given that emma does n't have a non-identical twin , you are fairly safe . ''"
1929,"aidan tilted his head , his expression one of confusion ."
1930,`` so you 're saying i do n't have to worry about that ? ''
1931,"`` without knowing emma 's full genetic history , i could n't say , but it sounds like a no-at least for fraternal twins . ''"
1932,"after processing pesh 's words , aidan shook his head ."
1933,`` like it really matters about the twins .
1934,we 're still way too fertile together .
1935,i need to stop this before it gets out of hand . ''
1936,`` and what does emma think about all of this ? ''
1937,a red flush entered aidan 's cheeks .
1938,"`` um , well , i have n't actually mentioned it to her . ''"
1939,`` you do n't think your wife needs to know about such a life-altering decision ? ''
1940,"`` well , of course i 'd tell her before i went in for the surgery . ''"
1941,"as pesh crossed his arms over his chest , he could n't help wondering just how hard aidan had been hit in the head ."
1942,`` you can not seriously be sitting there saying that . ''
1943,aidan stared at pesh for a moment before he groaned .
1944,"`` oh man , i 'm being a giant , selfish tool about this , are n't i ? ''"
1945,pesh smiled .
1946,`` pretty much . ''
1947,aidan rubbed his hand over his eyes .
1948,`` it 's just ... being a father is f**king scary sometimes .
1949,"i worry about noah constantly , and now there 's another baby in the mix ."
1950,"plus , another baby means more time taken away from emma . ''"
1951,he gave a weak smile .
1952,`` i love her so much .
1953,"sometimes ... i just ca n't get enough of her , and i do n't want to share . ''"
1954,`` i think that 's a perfectly normal feeling . ''
1955,aidan shook his head .
1956,`` it makes me sound like a selfish bastard .
1957,"i mean , who is jealous of their kid for taking their wife 's time ? ''"
1958,`` a lot of men .
1959,so stop beating yourself up over what you 're feeling .
1960,"most of all , do n't bottle it up ."
1961,talk to emma . ''
1962,aidan 's blue eyes widened as he shook his head furiously back and forth .
1963,"`` oh hell no , i do n't want her thinking badly of me . ''"
1964,`` she wo n't .
1965,emma always appreciates honesty . ''
1966,`` about me being jealous of her time with our kids ?
1967,i 'm pretty sure she would not want me being honest about that . ''
1968,`` what has emma always said is the most important thing in a relationship ? ''
1969,`` trust . ''
1970,pesh nodded .
1971,`` so how are you building her trust by lying to her about your feelings ? ''
1972,aidan 's blonde brows furrowed .
1973,`` so i should just tell her i 'm afraid of losing her and that i want us to maximize our time together ? ''
1974,`` i would think so .
1975,i do n't think any woman could get angry hearing her husband say how much he loves her and wants to be with her . ''
1976,aidan appeared thoughtful .
1977,`` i guess you 're right . ''
1978,pesh smiled as he patted aidan 's shoulder reassuringly .
1979,`` you 're doing a wonderful job being a father .
1980,i 'm sure you 'll do just as well with a second and maybe even a third child . ''
1981,"at the mention of a third child , aidan swallowed hard , his adam 's apple bobbing up and down ."
1982,`` i do n't mind a third kid ... just not now .
1983,maybe in a couple of years . ''
1984,he glanced up and smiled at pesh .
1985,`` but thanks for the vote of confidence on me being a father . ''
1986,`` i just call it as i see it . ''
1987,`` i appreciate that . ''
1988,`` how about i check on your head now ? ''
1989,aidan nodded .
1990,`` okay . ''
1991,pesh started feeling for unusual lumps and bumps on aidan 's head .
1992,"`` hmm , i do n't feel anything abnormal ."
1993,"but just to be on the safe side , i want you to have a ct scan to rule out concussion or any brain bleeds . ''"
1994,"`` jesus , i could have all of that from just hitting my head ? ''"
1995,`` you would be surprised .
1996,"let me go call in the order , and they 'll come take you back ."
1997,hopefully you wo n't have too long a wait .
1998,we 're usually slower during the afternoons when the doctors ' offices and imaging centers are open . ''
1999,"as he started for the door , aidan stopped him ."
2000,"`` hey , man , with all the craziness , i almost forgot to ask how is megan doing with her placement ? ''"
2001,"pesh did n't have to think twice before responding , `` she is going to make an incredible nurse . ''"
2002,aidan grinned .
2003,`` i 'm glad to hear it .
2004,not that i ever doubted her abilities .
2005,it 's just good to hear her praises sung by a doctor . ''
2006,"popping pesh on the chest teasingly with his hand , aidan asked , `` how 's it going between you and megan ? ''"
2007,pesh almost laughed out loud at aidan 's forthrightness .
2008,"it was not in his nature to be so blunt , and after megan turning him down yet again , he was n't really sure how to answer ."
2009,`` i truly respect and admire megan . ''
2010,he considered that the most diplomatic way to answer her uncle 's enquiry .
2011,"despite feeling glad that he obviously had earned his friend 's respect , he would n't say anything untoward about megan in front of him ."
2012,it is her business who she did or did n't date .
2013,`` that 's not what i meant . ''
2014,`` i did n't imagine it was . ''
2015,"aidan eyed him before saying , `` look i know you got off to a rocky start , but it 's not hopeless ."
2016,are you planning on asking her out ? ''
2017,"`` you 're not letting this go , are you ? ''"
2018,`` nope .
2019,not a chance . ''
2020,pesh shoved his hands into his lab coat .
2021,"`` i have asked megan to accompany me on a date , but at this point , we are at a stalemate ."
2022,"but , i am not planning on giving up anytime soon ."
2023,does that satisfy your inquisition ? ''
2024,"aidan laughed , but then his brows furrowed ."
2025,`` what do you mean ?
2026,you two looked pretty cozy and comfortable together when we walked up . ''
2027,"with a regretful shake of his head , pesh replied , `` she does n't want to date me . ''"
2028,`` i call bullshit .
2029,"i may have been bonked in the head , but no one could deny the way she was looking at you ."
2030,"maybe if you- '' although it was against his character , he let his anger override his better judgment ."
2031,"`` she wants me for sex but not for a relationship , okay ? ''"
2032,aidan 's mouth gaped open .
2033,"`` you mean , she 's acting like ... a dude ? ''"
2034,"`` if you mean that she has pretty much refused to go to dinner with me or any other honorable event that a man and woman can partake in on a date , and instead , she would rather pursue a strictly physical relationship , then the answer is yes . ''"
2035,"`` my god , it 's like she 's turned into the old me , '' aidan muttered ."
2036,he ran his hand over his face before he looked at pesh again .
2037,`` i 'm so sorry . ''
2038,"with a shrug , pesh replied , `` she 's still very young ."
2039,"i suppose in her eyes , she 's been deprived of fun the last two years ."
2040,this is a way for her to make up for that .
2041,regardless if we agree or understand it . ''
2042,"`` well , i still call bullshit on the whole thing . ''"
2043,"he gave pesh a long , hard stare ."
2044,"`` you have to keep trying , no matter what . ''"
2045,"`` i did n't say i was giving up , did i ? ''"
2046,"`` no , but i know from personal experience how hard it is to keep trying when it feels like you are n't winning . ''"
2047,`` what occurred with you and emma is totally different than with megan and me . ''
2048,`` you still have to try . ''
2049,aidan hopped off the examining table and wobbled for a moment on unsteady legs .
2050,"`` megan has been hurt before , and i do n't think she really knows what it is to be loved ."
2051,not deeply where her needs were considered .
2052,"hell , she was only twenty-three when she got knocked up ."
2053,"i want her to find someone who will cherish her , man ."
2054,i want my girl cared for . ''
2055,he patted pesh 's shoulder .
2056,`` i think that someone could be you . ''
2057,`` we 'll see . ''
2058,"when aidan started to argue , pesh shook his head ."
2059,`` time to see about your head . ''
2060,"`` whatever , '' aidan mumbled ."
2061,"when pesh opened the door for aidan , emma and megan stared expectantly at them ."
2062,`` so what 's the verdict ? ''
2063,megan asked .
2064,"`` i think he 's going to be just fine , but to be on the safe side , i 've ordered him a ct scan . ''"
2065,emma 's eyes widened in fear .
2066,`` you think he has some brain injury from the fall ? ''
2067,she asked in a panicky voice .
2068,pesh smiled to try and put her at ease .
2069,"`` i do n't think there 's anything wrong besides a slight bump on the head , but i want to make sure there is nothing wrong with him . ''"
2070,"`` okay then , '' emma replied ."
2071,an orderly appeared with a wheelchair to escort aidan to his scan .
2072,"before he sat down , aidan leaned over to kiss emma ."
2073,"`` i 'm fine , babe ."
2074,stop worrying .
2075,it is n't good for you or the baby . ''
2076,she gave him a weak smile .
2077,`` i 'll try hard not to . ''
2078,he winked at her before collapsing down in the wheelchair .
2079,`` nothing can keep me down-you should know that by now . ''
2080,megan snorted .
2081,`` at least we know the bump did n't do anything to your ego . ''
2082,"`` of course not , '' emma agreed ."
2083,kristi poked her head out of one of the examining rooms .
2084,"`` dr. nadeen , i need you . ''"
2085,he nodded before turning to megan .
2086,`` why do n't you show emma to one of the family waiting rooms ? ''
2087,"`` sure , '' megan replied ."
2088,emma reached up to hug him .
2089,`` thanks for taking care of aidan . ''
2090,`` it was my pleasure . ''
2091,he gave them a final wave before disappearing into the waiting patient 's room .
2092,"but after talking to aidan , he definitely had a little more determined bounce in his step ."
2093,"chapter nine two days later when megan came in for a later shift , she found the emergency room in a state of chaos ."
2094,"`` whoa , what happened ? ''"
2095,"she asked kristi , after she 'd clocked in and put away her things ."
2096,kristi rolled her eyes .
2097,`` every month or so we seem to have a day where everything is madness from start to finish .
2098,you can never anticipate it-you kinda just have to go with the flow . ''
2099,she grinned at megan .
2100,`` so get ready to be on your toes today . ''
2101,megan laughed .
2102,"`` okay , sounds good . ''"
2103,"as they started working their way through patients , things continued to escalate into overwhelming territory for megan ."
2104,kristi seemed to be experiencing the same feeling since the tops of her cheeks had a shine of perspiration beads on them .
2105,"the moment they finished with one patient and disinfected the room , another patient was waiting to enter it ."
2106,megan followed behind kristi as she went to poke her head in to the registration area .
2107,"`` hey janet , could you not call anyone else back ?"
2108,we 're getting swamped . ''
2109,janet shook her head .
2110,`` it 's just as crazy out in the waiting room .
2111,like we 're almost overflowing . ''
2112,kristi rolled her eyes .
2113,`` fabulous .
2114,"it 's probably another full moon , which makes things absolutely insane . ''"
2115,she turned back to megan .
2116,"`` listen , since we 're so swamped , can you take the man in exam b ? ''"
2117,megan could n't help her eyes from widening .
2118,`` really ?
2119,on my own ? ''
2120,kristi smiled before patting megan 's hand .
2121,`` i 've seen you in action the last week .
2122,i have faith in you . ''
2123,"`` okay , if you 're sure . ''"
2124,`` i 'm positive . ''
2125,megan could n't contain her smile .
2126,`` thank you . ''
2127,"taking her ipad , she flipped open the registration details on the patient awaiting her ."
2128,"when she pushed open the door , she eyed the man on the examining table ."
2129,"`` good evening mr. robertson , i 'm megan ."
2130,what- '' before she could even get out the standard `` what seems to be the problem ? ''
2131,"question , the man started shaking his head furiously ."
2132,"`` no , no ."
2133,i wo n't let you examine me .
2134,i want a doctor .
2135,a male doctor .
2136,you understand ? ''
2137,"`` sir , i understand , but i have to follow protocol , which is to ascertain your issues before the doctor comes in ."
2138,i see on the chart that you 're experiencing some abdominal swelling ? ''
2139,he refused to meet her eye .
2140,"instead , he gazed over at the wall before holding up one finger to her ."
2141,`` i meant what i said .
2142,i demand to see a male doctor . ''
2143,"`` yes , but we 're very backed up this afternoon ."
2144,"i 'm not sure how long it will be before you are able to see a doctor , least of all a male doctor . ''"
2145,"when it appeared the man 's resolve was fading a little , megan took a tentative step forward ."
2146,"`` please , if you would just let me take a look at your abdomen . ''"
2147,"`` it is n't my stomach , '' he mumbled ."
2148,`` then what is it ? ''
2149,"when he did n't respond , she sighed with frustration ."
2150,"`` mr. robertson , you can not ignore abdominal swelling ."
2151,it can stem from many issues and have many repercussions . ''
2152,he shifted uncomfortably on the table .
2153,"just when she thought she was making headway with him , he threw his head back and began screaming at the top of his lungs ."
2154,`` get me a male doctor ! ''
2155,megan rolled her eyes .
2156,"the first time she had the chance to see a patient on her own , and he had to be a stark raving lunatic ."
2157,"refusing to give into him or accept defeat , she stalked over to him ."
2158,she was going to exam his sexist ass if it was the last thing she did .
2159,"`` keep screaming , and i 'll call security , '' she warned before snatching the sheet off him ."
2160,"his screams cut off to a shriek as he clawed for the sheet , but the damage was done ."
2161,she had seen more than enough .
2162,`` oh .
2163,my .
2164,"god , '' she murmured ."
2165,she gazed wide-eyed and open-mouthed at what had to be the poster child picture to go along with the warning labels on viagra and cialis for four-hour erections .
2166,`` that 's going to have to be aspirated . ''
2167,`` excuse me ? ''
2168,he demanded .
2169,she cocked her head at him .
2170,`` the excessive blood in your penis ? ''
2171,he nodded .
2172,`` it 's not just going to go away on its own .
2173,"it has to be aspirated , which means drained out . ''"
2174,mr. robertson swallowed hard .
2175,`` like with a needle ? ''
2176,"`` yes , with a very large needle . ''"
2177,"when he started to protest , she brought her hand up ."
2178,"`` lucky for you , i can not do the procedure-it is to be handled strictly by a doctor . ''"
2179,`` a male ? ''
2180,"`` if it came to your penis exploding from the pressure by waiting for a male doctor , would you seriously be that picky ? ''"
2181,his blue eyes widened in horror .
2182,"`` yeah , i thought so ."
2183,i 'll be back . ''
2184,"when she whirled out of the room , she ran right into the last person she wanted to have to deal with at the moment ."
2185,`` i 'm so sorry .
2186,are you all right ? ''
2187,pesh asked .
2188,`` i 'm fine . ''
2189,he smiled down at her .
2190,`` doing some patient evaluations on your own ?
2191,that 's wonderful . ''
2192,"`` um , well , yes and no . ''"
2193,his brows knitted in concern .
2194,`` what 's wrong ? ''
2195,she could n't imagine telling pesh about mr. robertson 's condition .
2196,the last thing she was going to do was refer the case to him .
2197,"draining an engorged penis should be left to the interns , not an attending physician ."
2198,"`` oh , it 's nothing ."
2199,he 's just a little demanding . ''
2200,"at that moment , the door to the exam room flew open ."
2201,"mr. robertson stood hunched over , his legs an almost painful distance apart ."
2202,"he took one look at pesh and his white coat , and he lunged at him ."
2203,`` help me .
2204,please ! ''
2205,"although it was strictly against the nursing code , she would have loved nothing more than to have throttled mr. robertson right then and there ."
2206,pesh grasped mr. robertson 's hands on his coat and pulled them down .
2207,"`` sir , you need to get back inside ."
2208,"as unsteady as you are , you certainly do not need to be on your feet . ''"
2209,"as pesh led mr. robertson back to the examining table , megan reluctantly followed them inside the room and closed the door ."
2210,`` what seems to be the problem ? ''
2211,mr. robertson glanced from pesh to megan and then back to pesh .
2212,"with a sheepish expression , he replied ."
2213,"`` um , i seem to be having some lower abdominal swelling . ''"
2214,megan had to fight from rolling her eyes .
2215,she stepped between pesh and mr. robertson and looked pesh full on in the eye .
2216,"`` while the patient refuses to acknowledge his condition , it appears after examination that he has an extreme priapism . ''"
2217,"at the word , color flooded into pesh 's tan cheeks , and he broke eye contact to momentarily stare down at the floor ."
2218,his reaction was exactly what megan had feared she would experience in the moment .
2219,she had hardly imagined his level of professionalism would allow him to be embarrassed about a medical condition .
2220,"but of course , their past interactions made anything of the sexual kind a little more mortifying than if she was dealing with one of the male interns ."
2221,"it took pesh only a few seconds to recover , and then he immediately turned his attention to mr. robertson ."
2222,`` did you take any erectile dysfunction medication in the last four to six hours ? ''
2223,"when mr. robertson started to look at megan , pesh shook his head ."
2224,`` my nurse will stay with me through the duration of your care .
2225,"so i will repeat once again , did you take any medication ? ''"
2226,`` cialis . ''
2227,`` how many milligrams ? ''
2228,"when mr. robertson shrugged , pesh demanded , `` are you being purposefully evasive , or do you not know ? ''"
2229,"`` i do n't know , okay ?"
2230,i got it off a buddy of mine . ''
2231,`` do you normally take medication that is n't prescribed to you ? ''
2232,`` i just wanted to try it out . ''
2233,pesh glanced over at megan .
2234,`` i 'm going to ask for a full blood work-up .
2235,who knows what else he might 've taken . ''
2236,megan nodded and punched in the code on the electronic chart to get a member of the phlebotomy team up to draw the blood .
2237,"after going over to the dispenser , pesh slid a pair of rubber gloves on ."
2238,`` i 'm going to have to examine you now . ''
2239,"with a resigned huff , mr. robertson threw the sheet back ."
2240,megan bit down on her lip to keep from laughing at the expression on pesh 's face .
2241,she was pretty sure he had n't had to deal with a lot of penises that resembled enormous eggplants in his career .
2242,"of course , her amusement quickly faded when she realized how awkward it was being in the room with him while he held another man 's penis in his hand ."
2243,she tried busying herself with the electronic chart in front of her .
2244,she wanted to do anything but look at the scene unfolding before her .
2245,"once pesh finished that part of the exam , mr. robertson eased back down on the examining table , and pesh once again eyed the eggplant-colored penis ."
2246,`` precisely how long have you had the erection ? ''
2247,`` five and a half hours . ''
2248,"`` there does n't appear to be any artery rupture , so we wo n't need to perform surgery ."
2249,"i think the quickest form of treatment , as well as the least invasive , would be to try an injection to narrow the veins and reduce the blood flow to your penis ."
2250,that should reduce the swelling . ''
2251,mr. robertson 's eyes narrowed suspiciously .
2252,`` and where do you have to give me the shot ? ''
2253,"`` in the penis , of course . ''"
2254,"with a gulp , mr. robertson replied , `` fine ."
2255,do it . ''
2256,pesh nodded .
2257,`` can you grab a syringe of alpha-agonist please ? ''
2258,"`` sure , '' megan replied ."
2259,she gladly retreated from the room to head to the medicine closet .
2260,"after checking the syringe dosage , she reluctantly returned to mr. robertson 's room ."
2261,"`` thank you , '' pesh said , as he took the medication from her ."
2262,"she watched with mild disgust , as well as fascination , as he took mr. robertson 's penis in his hand ."
2263,"`` take a deep breath , '' he instructed ."
2264,"the moment the needle pricked the skin , mr. robertson howled uncontrollably ."
2265,megan could n't help rolling her eyes at what a complete pansy he was being about the pain .
2266,"once pesh finished , he dropped the empty syringe in the biohazard container and then glanced back at mr. robertson ."
